ticker,sector,signal,final_score,momentum,value,quality,sentiment,current_price,stop_loss,stop_loss_pct,take_profit,take_profit_pct,risk_reward,atr,reason
ON,semiconductor,HOLD,0.2125,0.425,0.0,0.0,0.0,68.09,62.64,-8.0,77.67,14.06,1.7580464141347567,3.1921,モメンタム強気(+0.43)
TSM,semiconductor,HOLD,0.2116,0.4233,0.0,0.0,0.0,360.39,331.56,-8.0,409.2,13.54,1.6929575513501405,16.27,モメンタム強気(+0.42)
FCX,mining,HOLD,0.1992,0.3985,0.0,0.0,0.0,62.57,57.56,-8.0,72.43,15.76,1.9696512346445147,3.2864,モメンタム強気(+0.40)
DLR,datacenter,HOLD,0.1915,0.3829,0.0,0.0,0.0,176.9,162.75,-8.0,191.2,8.08,1.0104069214697644,4.7664,モメンタム強気(+0.38)
REGN,biotech,HOLD,0.1633,0.3265,0.0,0.0,0.0,782.38,719.79,-8.0,859.23,9.82,1.2278810025427738,25.6179,モメンタム強気(+0.33)
IWM,etf,HOLD,0.1427,0.2853,0.0,0.0,0.0,264.6,243.43,-8.0,282.77,6.87,0.8585731646890905,6.0581,モメンタム強気(+0.29)
HL,mining,HOLD,0.1399,0.2798,0.0,0.0,0.0,22.79,20.97,-8.0,29.19,28.07,3.5083530131898666,2.1321,モメンタム強気(+0.28)
BA,aerospace,HOLD,0.1372,0.2743,0.0,0.0,0.0,233.71,215.01,-8.0,255.39,9.28,1.1595181078926764,7.2264,モメンタム強気(+0.27)
IBB,etf,HOLD,0.137,0.274,0.0,0.0,0.0,175.03,161.03,-8.0,185.58,6.03,0.7535448467123181,3.5171,モメンタム強気(+0.27)
BNTX,biotech,HOLD,0.1306,0.2612,0.0,0.0,0.0,110.42,101.59,-8.0,120.39,9.03,1.1290898777909053,3.3246,モメンタム強気(+0.26)
INTC,semiconductor,HOLD,0.1266,0.2533,0.0,0.0,0.0,44.62,41.05,-8.0,53.45,19.8,2.4744672885793406,2.9443,モメンタム強気(+0.25)
VRTX,biotech,HOLD,0.1162,0.2324,0.0,0.0,0.0,469.27,431.73,-8.0,513.79,9.49,1.185770271785468,14.8386,モメンタム強気(+0.23)
GD,aerospace,HOLD,0.1093,0.2186,0.0,0.0,0.0,354.34,325.99,-8.0,380.66,7.43,0.9285125620453135,8.7736,モメンタム強気(+0.22)
SLV,mining,HOLD,0.0899,0.1798,0.0,0.0,0.0,71.01,65.33,-8.0,95.37,34.31,4.2881274517585135,8.12,モメンタム強気(+0.18)
XLV,etf,HOLD,0.0808,0.1617,0.0,0.0,0.0,157.26,144.68,-8.0,163.66,4.07,0.5085131770380964,2.1325,モメンタム強気(+0.16)
AMT,datacenter,HOLD,0.0717,0.1435,0.0,0.0,0.0,184.79,170.01,-8.0,201.46,9.02,1.127365350969562,5.5554,モメンタム強気(+0.14)
LLY,biotech,HOLD,0.0682,0.1364,0.0,0.0,0.0,1023.22,941.36,-8.0,1156.62,13.04,1.6296633189319845,44.4668,モメンタム強気(+0.14)
DIA,etf,HOLD,0.0518,0.1037,0.0,0.0,0.0,494.38,454.83,-8.0,514.12,3.99,0.4991099649742673,6.58,モメンタム強気(+0.10)
ABBV,biotech,HOLD,0.0399,0.0797,0.0,0.0,0.0,224.35,206.4,-8.0,245.43,9.4,1.1747030713280773,7.0279,中立シグナル
NVDA,semiconductor,HOLD,0.0316,0.0631,0.0,0.0,0.0,187.9,172.87,-8.0,209.03,11.24,1.4054305310455528,7.0421,中立シグナル
SPY,etf,HOLD,0.0187,0.0374,0.0,0.0,0.0,684.48,629.72,-8.0,711.62,3.96,0.49558940743148794,9.0459,中立シグナル
QQQ,etf,HOLD,0.0025,0.005,0.0,0.0,0.0,603.47,555.19,-8.0,637.47,5.63,0.7041643117824851,11.3318,中立シグナル
PXD,energy,HOLD,0.0,0.0,0.0,0.0,0.0,,,,,,,,中立シグナル
XLF,etf,HOLD,-0.0084,-0.0168,0.0,0.0,0.0,52.15,47.98,-8.0,54.87,5.21,0.6512800553044878,0.9057,中立シグナル
TDG,aerospace,HOLD,-0.0113,-0.0226,0.0,0.0,0.0,1330.13,1223.72,-8.0,1459.98,9.76,1.2203118552316805,43.2846,中立シグナル
XLK,etf,HOLD,-0.0121,-0.0242,0.0,0.0,0.0,140.21,128.99,-8.0,151.51,8.06,1.0070665041230835,3.7654,中立シグナル
AVGO,semiconductor,HOLD,-0.0495,-0.099,0.0,0.0,0.0,333.99,307.27,-8.0,382.91,14.65,1.8307226174716598,16.3051,中立シグナル
CRDO,semiconductor,HOLD,-0.0499,-0.0997,0.0,0.0,0.0,130.66,120.21,-8.0,166.47,27.41,3.4260747292591867,11.9374,中立シグナル
MRVL,semiconductor,HOLD,-0.082,-0.1639,0.0,0.0,0.0,79.61,73.24,-8.0,90.81,14.07,1.758685327749077,3.7336,モメンタム弱気(-0.16)
AMD,semiconductor,HOLD,-0.1503,-0.3005,0.0,0.0,0.0,203.37,187.1,-8.0,245.67,20.8,2.5998897283187574,14.0997,モメンタム弱気(-0.30)
QCOM,semiconductor,HOLD,-0.1914,-0.3828,0.0,0.0,0.0,141.27,129.97,-8.0,156.51,10.79,1.3486712892411852,5.0807,モメンタム弱気(-0.38)
